Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Price,Location_Downtown,Location_Rural,Location_Suburban,Location_Urban,Condition_Excellent,Condition_Fair,Condition_Good,Condition_Poor,Garage_No,Garage_Yes
28,0.4219653179190751,0.25,1.0,0.0,0.27642276422764134,513179,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
29,0.28145842596709647,0.5,0.6666666666666667,1.0,0.9024390243902438,948212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30,0.33948421520675853,0.25,1.0,0.0,0.23577235772357774,206547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0.7116496220542463,0.0,1.0,0.5,0.4308943089430901,902609,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
32,0.7903512672298799,0.25,0.6666666666666667,0.5,0.28455284552845583,727090,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
33,0.8646064917741217,0.0,0.0,0.0,0.9756097560975618,202185,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
34,0.1433970653623833,0.0,0.6666666666666667,1.0,0.43902439024390283,725371,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35,0.6418408181413962,0.5,0.6666666666666667,0.5,0.7154471544715442,105746,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36,0.5411293908403735,0.75,1.0,0.5,0.6422764227642261,959507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
37,0.1331702979101823,0.25,0.0,1.0,0.463414634146341,748213,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
38,0.5251222765673632,0.0,0.3333333333333333,1.0,0.6666666666666679,921627,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
39,0.4579813250333481,0.25,0.6666666666666667,0.0,0.5203252032520318,873250,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
40,0.05335704757670076,0.75,0.0,1.0,0.5528455284552827,218393,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
41,0.45353490440195643,0.75,0.6666666666666667,1.0,0.4065040650406502,333453,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
42,0.6276122721209426,1.0,0.6666666666666667,1.0,0.17073170731707243,986192,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
43,0.5804802134281902,0.75,0.6666666666666667,0.0,0.7073170731707314,340320,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
44,0.30280124499777683,0.5,0.6666666666666667,0.0,0.8617886178861802,643167,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
45,0.32836816362827925,0.0,1.0,0.5,0.8780487804878057,641880,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46,0.5680302356602934,1.0,0.0,0.0,0.9349593495934947,396872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,0.17207647843485993,0.5,0.0,0.5,0.8130081300813004,270084,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
48,0.8921742996887506,0.25,0.0,1.0,0.4227642276422756,976920,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
49,0.00733659404179636,0.0,0.6666666666666667,0.5,0.8048780487804876,771782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
50,0.7005335704757669,0.75,1.0,0.5,0.28455284552845583,845016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51,0.4344152956869719,0.0,0.6666666666666667,1.0,0.5447154471544717,698843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
52,0.35215651400622494,0.25,0.6666666666666667,0.5,0.28455284552845583,405446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
53,0.8763895064473098,1.0,0.0,0.0,0.4146341463414629,958840,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
54,0.6829702089817696,1.0,0.6666666666666667,0.0,0.4227642276422756,593118,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
55,0.2267674522009782,1.0,0.3333333333333333,0.0,0.6585365853658551,266897,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56,0.7692307692307692,0.75,0.6666666666666667,0.0,0.39837398373983746,826522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
57,0.5807025344597598,0.5,0.3333333333333333,0.5,0.6422764227642261,913498,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
58,0.8541574032903512,0.5,0.6666666666666667,0.5,0.32520325203251943,840023,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
59,0.33325922632281013,0.0,1.0,1.0,0.13821138211382156,143878,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
60,0.03557136505113384,0.75,1.0,0.5,0.17073170731707243,175407,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
61,0.9550911516229436,1.0,0.0,0.5,0.5284552845528445,691157,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62,0.4401956425077812,1.0,0.6666666666666667,0.5,0.16260162601625971,307716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63,0.22098710538016894,0.25,0.3333333333333333,1.0,0.8048780487804876,857827,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
64,0.7427745664739884,0.25,0.3333333333333333,0.0,0.34959349593495936,66738,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
65,0.8441529568697198,1.0,0.6666666666666667,0.5,0.8292682926829258,183703,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
66,0.2832369942196532,1.0,0.3333333333333333,1.0,0.3739837398373975,723265,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
67,0.22565584704313027,0.75,1.0,1.0,0.308943089430894,593344,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
68,0.07469986660738107,0.5,0.3333333333333333,1.0,0.22764227642276325,815034,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
69,0.19497554468652736,0.25,0.0,0.0,0.4308943089430901,560241,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
70,0.23899510893730544,0.5,1.0,0.5,0.7235772357723569,433800,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
71,0.8875055580257892,0.75,1.0,1.0,0.6829268292682933,689604,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
72,0.0840373499333037,1.0,1.0,0.0,0.13008130081300706,740807,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
73,0.10915962650066696,0.5,0.6666666666666667,1.0,0.6422764227642261,628706,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
74,0.4582036460649177,1.0,0.6666666666666667,1.0,0.4796747967479664,873622,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
75,0.8632725655847042,1.0,1.0,1.0,0.24390243902439046,76014,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
76,0.014006224988883959,0.0,0.6666666666666667,1.0,0.926829268292682,778359,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
77,0.5706980880391285,0.5,0.3333333333333333,1.0,0.5853658536585371,813277,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
78,0.4504224099599822,0.5,0.6666666666666667,0.0,0.764227642276424,231350,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
79,0.5989328590484659,1.0,0.6666666666666667,0.5,0.6260162601626007,961995,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
80,0.3321476211649622,0.75,1.0,0.5,0.39024390243902474,838212,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
81,0.08670520231213874,0.0,0.0,0.5,0.8130081300813004,534859,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
82,0.9944419742107603,1.0,0.0,0.5,0.00813008130081272,764618,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
83,0.7914628723877278,0.25,0.0,0.0,0.9349593495934947,540339,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
84,0.5062249888839484,0.25,0.3333333333333333,0.0,0.382113821138212,92192,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
85,0.6887505558025789,0.0,0.6666666666666667,0.0,0.8861788617886184,941307,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
86,0.04424188528234771,0.75,0.0,1.0,0.1056910569105689,411273,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
87,0.6898621609604269,1.0,1.0,1.0,0.4715447154471537,93923,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
88,0.5453534904401957,0.5,0.0,1.0,0.7804878048780495,663484,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
89,0.8101378390395731,0.0,0.0,0.5,0.7967479674796749,576683,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
90,0.17852378835037794,0.75,0.6666666666666667,1.0,0.463414634146341,414593,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
91,0.6069364161849711,0.5,0.6666666666666667,0.5,0.8292682926829258,433891,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
92,0.6162738995108937,0.25,0.6666666666666667,1.0,0.463414634146341,802744,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
93,0.3488216985326812,0.25,0.3333333333333333,0.5,0.8943089430894311,458995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
94,0.597821253890618,0.5,0.3333333333333333,1.0,0.4065040650406502,645316,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
95,0.8534904401956425,0.0,0.0,1.0,0.6747967479674806,997226,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
96,0.22832369942196531,0.25,0.6666666666666667,0.0,0.00813008130081272,450327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
97,0.11138283681636282,1.0,0.0,1.0,0.926829268292682,816751,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
98,0.9986660738105825,0.5,1.0,1.0,0.32520325203251943,715344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
99,0.19319697643397063,0.5,1.0,0.0,0.6666666666666679,929608,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
100,0.9975544686527346,0.25,0.6666666666666667,0.5,0.9918699186991873,777688,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
101,0.04557581147176523,0.0,0.6666666666666667,0.0,0.8130081300813004,305315,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
102,0.3297020898176968,1.0,1.0,0.0,0.6585365853658551,339068,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
103,0.19164072921298356,0.0,0.6666666666666667,0.5,0.12195121951219434,495919,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
104,0.6200533570475767,0.75,0.3333333333333333,1.0,0.024390243902438158,344721,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
105,0.1249444197421076,0.75,0.3333333333333333,0.5,0.08943089430894346,188783,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
106,0.9315251222765674,0.25,0.6666666666666667,1.0,0.22764227642276325,659836,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
107,0.3903957314361939,0.25,1.0,1.0,0.04878048780487809,307288,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
108,0.3728323699421965,0.25,0.0,0.5,0.1056910569105689,543085,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
109,0.7205424633170298,0.75,0.6666666666666667,0.0,0.9593495934959364,545187,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
110,0.23521565140062248,0.0,0.6666666666666667,0.5,0.08943089430894346,699381,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
111,0.38261449533125835,0.0,0.0,1.0,0.7967479674796749,285835,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
112,0.73654957759004,0.25,0.6666666666666667,0.5,0.032520325203252654,971600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
113,0.701645175633615,1.0,0.0,0.5,0.6504065040650389,902987,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
114,0.5833703868385949,0.0,1.0,1.0,0.9837398373983746,401992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
115,0.6064917741218319,0.75,0.3333333333333333,0.0,0.853658536585364,256084,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
116,0.35482436638506,0.5,1.0,0.5,0.2520325203252032,844686,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
117,0.680080035571365,0.5,0.3333333333333333,1.0,0.5934959349593498,437554,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
118,0.5984882169853267,0.5,0.0,1.0,0.34146341463414664,803315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
119,0.8061360604713206,1.0,0.3333333333333333,0.5,0.6504065040650389,520336,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
120,0.30280124499777683,0.25,1.0,0.0,0.5528455284552827,973469,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
121,0.4401956425077812,0.75,0.3333333333333333,0.5,0.3577235772357721,258072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
122,0.36949755446865273,1.0,0.0,0.0,0.853658536585364,298029,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
123,0.33970653623832814,0.75,0.3333333333333333,0.0,0.06504065040650353,259047,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
124,0.4528679413072476,0.75,0.6666666666666667,0.0,0.39024390243902474,415169,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
125,0.733881725211205,0.25,1.0,0.0,0.2601626016260159,180509,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
126,0.49710982658959535,0.5,0.6666666666666667,0.5,0.8048780487804876,812072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
127,0.2901289461983103,0.25,0.0,1.0,0.8048780487804876,345107,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
128,0.8955091151622944,1.0,0.3333333333333333,1.0,0.13821138211382156,577561,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
129,0.5944864384170743,1.0,0.6666666666666667,1.0,0.06504065040650353,589618,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
130,0.28479324144064033,1.0,0.6666666666666667,1.0,0.49593495934959364,202566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
131,0.15740329035126724,0.25,0.3333333333333333,1.0,0.45528455284552827,650710,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
132,0.9808803912850156,0.75,0.3333333333333333,1.0,0.22764227642276325,958521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
133,0.8330369052912405,0.75,1.0,0.5,0.9186991869918693,53212,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
134,0.14717652289906627,0.0,0.6666666666666667,0.0,0.6260162601626007,282131,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
135,0.44397510004446417,1.0,0.6666666666666667,1.0,0.19512195121951237,526657,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
136,0.7656736327256558,0.75,0.0,0.5,0.11382113821138162,661882,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
137,0.8319253001333926,0.0,1.0,1.0,0.04065040650406537,182152,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
138,0.3321476211649622,0.75,0.0,1.0,0.9674796747967491,344819,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
139,0.7343263672743441,1.0,0.6666666666666667,0.0,0.3333333333333339,72007,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
140,0.8363717207647843,0.5,0.0,0.0,0.22764227642276325,688093,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
141,0.41173855046687413,1.0,0.6666666666666667,0.0,0.6341463414634134,394785,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
142,0.28679413072476656,0.25,0.6666666666666667,1.0,0.747967479674795,670103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
143,0.7959092930191196,0.75,0.0,1.0,0.024390243902438158,883247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
144,0.7683414851044909,0.75,0.0,1.0,0.6585365853658551,919914,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
145,0.36349488661627394,0.25,0.3333333333333333,0.0,0.9186991869918693,837071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
146,0.821476211649622,0.25,0.3333333333333333,0.5,0.45528455284552827,375737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
147,0.6665184526456203,0.5,0.3333333333333333,1.0,0.39024390243902474,562164,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
148,0.7005335704757669,0.75,0.6666666666666667,1.0,0.34959349593495936,128038,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
149,0.1549577590040018,0.75,0.0,1.0,0.8292682926829258,406043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
150,0.47999110715873716,0.5,1.0,0.5,0.6422764227642261,840168,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
151,0.9106269453090262,0.0,0.6666666666666667,1.0,0.6016260162601625,827794,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
152,0.18963983992885727,0.5,1.0,0.5,0.1056910569105689,66473,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
153,0.7721209426411738,1.0,0.0,1.0,0.01626016260162544,703059,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
154,0.3792796798577145,0.75,0.6666666666666667,0.5,0.926829268292682,175801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
155,0.617163183637172,0.25,1.0,1.0,0.9186991869918693,944030,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
156,0.3850600266785238,1.0,1.0,0.0,0.49593495934959364,660911,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
157,0.780124499777679,0.75,0.3333333333333333,0.0,0.853658536585364,558252,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
158,0.04468652734548689,0.5,0.3333333333333333,0.0,0.5121951219512191,275097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
159,0.7234326367274344,1.0,0.3333333333333333,0.0,0.8211382113821131,348964,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
160,0.9375277901289462,0.75,0.6666666666666667,1.0,0.3577235772357721,265933,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
161,0.9993330369052912,0.0,0.0,0.0,0.853658536585364,369733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
162,0.17007558915073365,0.0,0.0,0.5,0.6585365853658551,771167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
163,0.9755446865273455,0.25,0.3333333333333333,0.0,0.463414634146341,330558,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
164,0.5171187194308581,0.75,0.3333333333333333,0.0,0.154471544715447,439522,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
165,0.6514006224988883,0.0,0.3333333333333333,0.0,0.463414634146341,74220,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
166,0.04357492218763895,0.5,1.0,1.0,0.9024390243902438,634819,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
167,0.4288572698977323,0.75,0.3333333333333333,0.0,0.7154471544715442,422146,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
168,0.7961316140506891,0.5,1.0,0.5,0.45528455284552827,557409,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
169,0.134948866162739,0.5,0.0,0.0,0.8211382113821131,747785,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
170,0.7272120942641174,0.0,0.6666666666666667,0.0,0.617886178861788,59387,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
171,0.25477990217874613,0.75,0.6666666666666667,0.0,0.5447154471544717,295752,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
172,0.9517563361493996,1.0,0.6666666666666667,0.5,0.9593495934959364,651103,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
173,0.7550022232103156,0.0,0.6666666666666667,0.0,0.6260162601626007,601872,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
174,0.5580257892396621,0.0,1.0,0.5,0.7804878048780495,619071,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
175,0.3986216096042685,0.75,1.0,0.5,0.7398373983739823,745169,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
176,0.1462872387727879,0.75,0.3333333333333333,0.0,0.4146341463414629,759687,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
177,0.624722098710538,0.5,1.0,0.5,0.29268292682926855,698782,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
